"Go forward a distance of 2 meters, then proceed to turn right.",[("MOVE",2.00), ("RGHT",1.57)]
"Progress forward by 2 meters, then make a rightward turn.",[("MOVE",2.00), ("RGHT",1.57)]
"Take a step forward covering 2 meters, then turn to the right.",[("MOVE",2.00), ("RGHT",1.57)]
"Move ahead 2 meters, then make a turn in the right direction.",[("MOVE",2.00), ("RGHT",1.57)]
"Proceed forward for 2 meters, then execute a right turn.",[("MOVE",2.00), ("RGHT",1.57)]
"Make a forward movement of 2 meters, then turn right.",[("MOVE",2.00), ("RGHT",1.57)]
"Inch forward by 2 meters, then make a rightward turn.",[("MOVE",2.00), ("RGHT",1.57)]
"Advance by two meters, then make a 90-degree turn to the right.",[("MOVE",2.00), ("RGHT",1.57)]
"Move forward for two meters, then rotate 90 degrees clockwise.",[("MOVE",2.00), ("RGHT",1.57)]
"Proceed ahead by two meters, then pivot 90 degrees to the right.",[("MOVE",2.00), ("RGHT",1.57)]
"Go forward two meters, then make a right turn of 90 degrees.",[("MOVE",2.00), ("RGHT",1.57)]
"Progress two meters forward, then turn right by 90 degrees.",[("MOVE",2.00), ("RGHT",1.57)]
"Travel two meters forward, then rotate to the right by 90 degrees.",[("MOVE",2.00), ("RGHT",1.57)]
"Step forward for two meters, then turn to the right at a 90-degree angle.",[("MOVE",2.00), ("RGHT",1.57)]
"Walk ahead two meters, then make a 90-degree turn to the right.",[("MOVE",2.00), ("RGHT",1.57)]
"Move forward by a meter, then rotate 30 degrees to the left.",[("MOVE",1.00), ("LEFT",0.52)]
"Proceed ahead for one meter, followed by a 30-degree leftward rotation.",[("MOVE",1.00), ("LEFT",0.52)]
"Advance one meter forward, then turn left by 30 degrees.",[("MOVE",1.00), ("LEFT",0.52)]
"Travel a meter forward, then pivot to the left by 30 degrees.",[("MOVE",1.00), ("LEFT",0.52)]
"Go forward for a meter and then veer left, adjusting by 30 degrees.",[("MOVE",1.00), ("LEFT",0.52)]
"Progress forward by a meter, then execute a leftward turn of 30 degrees.",[("MOVE",1.00), ("LEFT",0.52)]
"Take a step forward covering a meter, then turn to the left by 30 degrees.",[("MOVE",1.00), ("LEFT",0.52)]
"Move ahead for a meter, followed by a leftward pivot of 30 degrees.",[("MOVE",1.00), ("LEFT",0.52)]
"Proceed forward for a meter, then make a leftward rotation of 30 degrees.",[("MOVE",1.00), ("LEFT",0.52)]
"Make a forward movement of a meter, then adjust to the left by 30 degrees.",[("MOVE",1.00), ("LEFT",0.52)]
"Inch forward by a meter, then rotate counterclockwise by 30 degrees.",[("MOVE",1.00), ("LEFT",0.52)]
"Advance by one meter, then turn counterclockwise by 30 degrees.",[("MOVE",1.00), ("LEFT",0.52)]
"Proceed one meter ahead, followed by a counterclockwise rotation of 30 degrees.",[("MOVE",1.00), ("LEFT",0.52)]
"Step forward by one meter, then pivot counterclockwise by 30 degrees.",[("MOVE",1.00), ("LEFT",0.52)]
"Travel one meter forward, then veer counterclockwise by 30 degrees.",[("MOVE",1.00), ("LEFT",0.52)]
"Take a step of one meter forward, then shift counterclockwise by 30 degrees.",[("MOVE",1.00), ("LEFT",0.52)]
"Progress by one meter, then turn counterclockwise by 30 degrees.",[("MOVE",1.00), ("LEFT",0.52)]
"Advance by one meter, then face counterclockwise by 30 degrees.",[("MOVE",1.00), ("LEFT",0.52)]
"Move one meter forward, then rotate counterclockwise by 30 degrees.",[("MOVE",1.00), ("LEFT",0.52)]
"Proceed ahead for one meter, followed by a counterclockwise pivot of 30 degrees.",[("MOVE",1.00), ("LEFT",0.52)]
"Step forward one meter, then make a counterclockwise turn by 30 degrees.",[("MOVE",1.00), ("LEFT",0.52)]
"Travel one meter forward, then execute a counterclockwise rotation of 30 degrees.",[("MOVE",1.00), ("LEFT",0.52)]
"Move forward by a meter, then rotate 30 degrees to the right.",[("MOVE",1.00), ("RGHT",0.52)]
"Proceed ahead for one meter, followed by a 30-degree rightward rotation.",[("MOVE",1.00), ("RGHT",0.52)]
"Advance one meter forward, then turn right by 30 degrees.",[("MOVE",1.00), ("RGHT",0.52)]
"Travel a meter forward, then pivot to the right by 30 degrees.",[("MOVE",1.00), ("RGHT",0.52)]
"Go forward for a meter and then veer right, adjusting by 30 degrees.",[("MOVE",1.00), ("RGHT",0.52)]
"Progress forward by a meter, then execute a rightward turn of 30 degrees.",[("MOVE",1.00), ("RGHT",0.52)]
"Take a step forward covering a meter, then turn to the right by 30 degrees.",[("MOVE",1.00), ("RGHT",0.52)]
"Move ahead for a meter, followed by a rightward pivot of 30 degrees.",[("MOVE",1.00), ("RGHT",0.52)]
"Proceed forward for a meter, then make a rightward rotation of 30 degrees.",[("MOVE",1.00), ("RGHT",0.52)]
"Make a forward movement of a meter, then adjust to the right by 30 degrees.",[("MOVE",1.00), ("RGHT",0.52)]
"Inch forward by a meter, then rotate clockwise by 30 degrees.",[("MOVE",1.00), ("RGHT",0.52)]
"Advance by one meter, then turn clockwise by 30 degrees.",[("MOVE",1.00), ("RGHT",0.52)]
"Proceed one meter ahead, followed by a clockwise rotation of 30 degrees.",[("MOVE",1.00), ("RGHT",0.52)]
"Step forward by one meter, then pivot clockwise by 30 degrees.",[("MOVE",1.00), ("RGHT",0.52)]
"Travel one meter forward, then veer clockwise by 30 degrees.",[("MOVE",1.00), ("RGHT",0.52)]
"Take a step of one meter forward, then shift clockwise by 30 degrees.",[("MOVE",1.00), ("RGHT",0.52)]
"Progress by one meter, then turn clockwise by 30 degrees.",[("MOVE",1.00), ("RGHT",0.52)]
"Advance by one meter, then face clockwise by 30 degrees.",[("MOVE",1.00), ("RGHT",0.52)]
"Move one meter forward, then rotate clockwise by 30 degrees.",[("MOVE",1.00), ("RGHT",0.52)]
"Proceed ahead for one meter, followed by a clockwise pivot of 30 degrees.",[("MOVE",1.00), ("RGHT",0.52)]
"Step forward one meter, then make a clockwise turn by 30 degrees.",[("MOVE",1.00), ("RGHT",0.52)]
"Travel one meter forward, then execute a clockwise rotation of 30 degrees.",[("MOVE",1.00), ("RGHT",0.52)]
"Move forward by a meter, then rotate 60 degrees to the left.",[("MOVE",1.00), ("LEFT",1.05)]
"Proceed ahead for one meter, then turn left by 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Advance one meter forward, followed by a leftward rotation of 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Travel a meter forward, then pivot to the left by 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Go forward for a meter and then veer left, adjusting by 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Progress forward by a meter, then execute a leftward turn of 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Take a step forward covering a meter, then turn to the left by 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Move ahead for a meter, followed by a leftward pivot of 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Proceed forward for a meter, then make a leftward rotation of 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Make a forward movement of a meter, then adjust to the left by 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Inch forward by a meter, then rotate counterclockwise by 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Advance by one meter, then turn counterclockwise by 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Proceed one meter ahead, followed by a counterclockwise rotation of 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Step forward by one meter, then pivot counterclockwise by 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Travel one meter forward, then veer counterclockwise by 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Take a step of one meter forward, then shift counterclockwise by 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Progress by one meter, then turn counterclockwise by 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Advance by one meter, then face counterclockwise by 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Move one meter forward, then rotate counterclockwise by 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Proceed ahead for one meter, followed by a counterclockwise pivot of 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Step forward one meter, then make a counterclockwise turn by 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Travel one meter forward, then execute a counterclockwise rotation of 60 degrees.",[("MOVE",1.00), ("LEFT",1.05)]
"Move forward by a meter, then rotate 60 degrees to the right.",[("MOVE",1.00), ("RGHT",1.05)]
"Proceed ahead for one meter, then turn right by 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Advance one meter forward, followed by a rightward rotation of 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Travel a meter forward, then pivot to the right by 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Go forward for a meter and then veer right, adjusting by 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Progress forward by a meter, then execute a rightward turn of 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Take a step forward covering a meter, then turn to the right by 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Move ahead for a meter, followed by a rightward pivot of 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Proceed forward for a meter, then make a rightward rotation of 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Make a forward movement of a meter, then adjust to the right by 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Inch forward by a meter, then rotate clockwise by 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Advance by one meter, then turn clockwise by 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Proceed one meter ahead, followed by a clockwise rotation of 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Step forward by one meter, then pivot clockwise by 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Travel one meter forward, then veer clockwise by 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Take a step of one meter forward, then shift clockwise by 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Progress by one meter, then turn clockwise by 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Advance by one meter, then face clockwise by 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Move one meter forward, then rotate clockwise by 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Proceed ahead for one meter, followed by a clockwise pivot of 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Step forward one meter, then make a clockwise turn by 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Travel one meter forward, then execute a clockwise rotation of 60 degrees.",[("MOVE",1.00), ("RGHT",1.05)]
"Move forward by a meter, then rotate 45 degrees to the left.",[("MOVE",1.00), ("LEFT",0.79)]
"Proceed ahead for one meter, then turn left by 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Advance one meter forward, followed by a leftward rotation of 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Travel a meter forward, then pivot to the left by 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Go forward for a meter and then veer left, adjusting by 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Progress forward by a meter, then execute a leftward turn of 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Take a step forward covering a meter, then turn to the left by 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Move ahead for a meter, followed by a leftward pivot of 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Proceed forward for a meter, then make a leftward rotation of 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Make a forward movement of a meter, then adjust to the left by 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Inch forward by a meter, then rotate counterclockwise by 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Advance by one meter, then turn counterclockwise by 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Proceed one meter ahead, followed by a counterclockwise rotation of 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Step forward by one meter, then pivot counterclockwise by 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Travel one meter forward, then veer counterclockwise by 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Take a step of one meter forward, then shift counterclockwise by 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Progress by one meter, then turn counterclockwise by 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Advance by one meter, then face counterclockwise by 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Move one meter forward, then rotate counterclockwise by 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Proceed ahead for one meter, followed by a counterclockwise pivot of 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Step forward one meter, then make a counterclockwise turn by 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Travel one meter forward, then execute a counterclockwise rotation of 45 degrees.",[("MOVE",1.00), ("LEFT",0.79)]
"Move forward by a meter, then rotate 45 degrees to the right.",[("MOVE",1.00), ("RGHT",0.79)]
"Advance one meter forward, followed by a rightward rotation of 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Proceed ahead for a meter, then pivot to the right by 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Travel forward for one meter, then veer right, adjusting by 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Progress forward by one meter, then execute a rightward turn of 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Take a step forward covering a meter, then turn to the right by 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Move ahead for a meter, followed by a rightward pivot of 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Proceed forward for one meter, then make a rightward rotation of 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Make a forward movement of one meter, then adjust to the right by 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Inch forward by one meter, then rotate clockwise by 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Go forward one meter, then turn right by 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Advance by one meter, then turn clockwise by 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Proceed one meter ahead, followed by a clockwise rotation of 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Step forward by one meter, then pivot clockwise by 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Travel one meter forward, then veer clockwise by 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Take a step of one meter forward, then shift clockwise by 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Progress by one meter, then turn clockwise by 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Advance by one meter, then face clockwise by 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Move one meter forward, then rotate clockwise by 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Proceed ahead for one meter, followed by a clockwise pivot of 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Step forward one meter, then make a clockwise turn by 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Travel one meter forward, then execute a clockwise rotation of 45 degrees.",[("MOVE",1.00), ("RGHT",0.79)]
"Move forward by two meters, then rotate 30 degrees to the left.",[("MOVE",2.00), ("LEFT",0.52)]
"Proceed ahead for two meters, then turn left by 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Advance two meters forward, followed by a leftward rotation of 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Travel a distance of two meters forward, then pivot to the left by 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Go forward for two meters and then veer left, adjusting by 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Progress forward by two meters, then execute a leftward turn of 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Take a step forward covering two meters, then turn to the left by 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Move ahead for two meters, followed by a leftward pivot of 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Proceed forward for two meters, then make a leftward rotation of 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Make a forward movement of two meters, then adjust to the left by 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Inch forward by two meters, then rotate counterclockwise by 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Go ahead two meters, then turn left by 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Proceed two meters ahead, followed by a counterclockwise rotation of 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Step forward by two meters, then pivot counterclockwise by 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Travel two meters forward, then veer counterclockwise by 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Take two steps forward, then shift counterclockwise by 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Progress by two meters, then turn counterclockwise by 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Advance by two meters, then face counterclockwise by 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Move two meters forward, then rotate counterclockwise by 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Proceed ahead for two meters, followed by a counterclockwise pivot of 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Step forward two meters, then make a counterclockwise turn by 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Travel two meters forward, then execute a counterclockwise rotation of 30 degrees.",[("MOVE",2.00), ("LEFT",0.52)]
"Move forward by two meters, then rotate 30 degrees to the right.",[("MOVE",2.00), ("RGHT",0.52)]
"Proceed ahead for two meters, then turn right by 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Advance two meters forward, followed by a rightward rotation of 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Travel a distance of two meters forward, then pivot to the right by 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Go forward for two meters and then veer right, adjusting by 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Progress forward by two meters, then execute a rightward turn of 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Take a step forward covering two meters, then turn to the right by 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Move ahead for two meters, followed by a rightward pivot of 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Proceed forward for two meters, then make a rightward rotation of 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Make a forward movement of two meters, then adjust to the right by 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Inch forward by two meters, then rotate clockwise by 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Go ahead two meters, then turn right by 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Advance by two meters, then turn clockwise by 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Proceed two meters ahead, followed by a clockwise rotation of 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Step forward by two meters, then pivot clockwise by 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Travel two meters forward, then veer clockwise by 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Take two steps forward, then shift clockwise by 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Progress by two meters, then turn clockwise by 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Advance by two meters, then face clockwise by 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Move two meters forward, then rotate clockwise by 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Proceed ahead for two meters, followed by a clockwise pivot of 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Step forward two meters, then make a clockwise turn by 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Travel two meters forward, then execute a clockwise rotation of 30 degrees.",[("MOVE",2.00), ("RGHT",0.52)]
"Move forward by two meters, then rotate 60 degrees to the left.",[("MOVE",2.00), ("LEFT",1.05)]
"Advance two meters forward, then turn left by 60 degrees.",[("MOVE",2.00), ("LEFT",1.05)]
"Proceed ahead for two meters, followed by a leftward rotation of 60 degrees.",[("MOVE",2.00), ("LEFT",1.05)]
"Travel a distance of two meters forward, then pivot to the left by 60 degrees.",[("MOVE",2.00), ("LEFT",1.05)]
"Go forward for two meters and then veer left, adjusting by 60 degrees.",[("MOVE",2.00), ("LEFT",1.05)]
"Progress forward by two meters, then execute a leftward turn of 60 degrees.",[("MOVE",2.00), ("LEFT",1.05)]
"Take a step forward covering two meters, then turn to the left by 60 degrees.",[("MOVE",2.00), ("LEFT",1.05)]
"Move ahead for two meters, followed by a leftward pivot of 60 degrees.",[("MOVE",2.00), ("LEFT",1.05)]
"Proceed forward for two meters, then make a leftward rotation of 60 degrees.",[("MOVE",2.00), ("LEFT",1.05)]
"Make a forward movement of two meters, then adjust to the left by 60 degrees.",[("MOVE",2.00), ("LEFT",1.05)]
"Inch forward by two meters, then rotate counterclockwise by 60 degrees.",[("MOVE",2.00), ("LEFT",1.05)]
"Go ahead two meters, then turn left by 60 degrees.",[("MOVE",2.00), ("LEFT",1.05)]
"Advance by two meters, then turn counterclockwise by 60 degrees.",[("MOVE",2.00), ("LEFT",1.05)]
"Proceed two meters ahead, followed by a counterclockwise rotation of 60 degrees.",[("MOVE",2.00), ("LEFT",1.05)]
"Step forward by two meters, then pivot counterclockwise by 60 degrees.",[("MOVE",2.00), ("LEFT",1.05)]
