Advance a tenth of a meter ahead.
Progress one decimeter further in the forward direction.
Progress ahead by 25 centimeters.
Step ahead by a quarter meter.
Advance by 0.25 meters.
Move forward by 25 centimeters.
Proceed by one-fourth of a meter.
Take a 0.25-meter stride forward.
Proceed ahead by 0.3 meters.
Advance by 0.3 meters.
Go forward by 0.3 meters.
Take a step forward of 0.3 meters.
Move ahead by 0.3 meters.
Progress by 0.3 meters.
Travel onward by 0.3 meters.
Continue by 0.3 meters.
Press on by 0.3 meters.
Propel forward by 0.3 meters.
Inch forward by 0.3 meters.
Proceed further by 0.3 meters.
March ahead by 0.3 meters.
Keep moving by 0.3 meters.
Traverse forward by 0.3 meters.
Push forward by 0.3 meters.
Go on by 0.3 meters.
Carry on by 0.3 meters.
Take a stride forward of 0.3 meters.
Step forward by 0.3 meters.
Move onwards by 0.3 meters.
Make progress by 0.3 meters.
Go forth by 0.3 meters.
Head forward by 0.3 meters.
Proceed onward by 0.3 meters.
Keep on by 0.3 meters.
Go further by 0.3 meters.
Walk forward by 0.3 meters.
Extend by 0.3 meters.
Continue ahead by 0.3 meters.
Proceed ahead by 0.4 meters.
Advance by 0.4 meters.
Move onward by 0.4 meters.
Go ahead by 0.4 meters.
Progress by 0.4 meters.
Continue by 0.4 meters.
Travel forward by 0.4 meters.
Push forward by 0.4 meters.
Propel ahead by 0.4 meters.
Shift forward by 0.4 meters.
March forward by 0.4 meters.
Proceed forth by 0.4 meters.
Navigate forward by 0.4 meters.
Press onward by 0.4 meters.
Step forward by 0.4 meters.
Head forward by 0.4 meters.
Forge ahead by 0.4 meters.
Carry on by 0.4 meters.
Continue onward by 0.4 meters.
Propel forward by 0.4 meters.
Surge ahead by 0.4 meters.
Drive forward by 0.4 meters.
Keep moving by 0.4 meters.
Go forth by 0.4 meters.
Walk forward by 0.4 meters.
Proceed straight by 0.4 meters.
Move onward by 0.4 meters.
Proceed ahead by 0.4 meters.
Take steps forward by 0.4 meters.
Traverse forward by 0.4 meters.
Advance half a meter.
Proceed ahead by half a meter.
Take a step forward, covering half a meter.
Move onward, spanning 0.5 meters.
Progress by 0.5 meters.
Step forward by half a meter.
Continue ahead for 0.5 meters.
Push forward, measuring 0.5 meters.
Proceed by half a meter.
Move onward, extending 0.5 meters.
Take a half-meter stride forward.
Advance, covering a distance of 0.5 meters.
Push ahead, advancing by 0.5 meters.
Take a half-meter step forward.
Go forward, spanning 0.5 meters.
Proceed, covering half a meter.
Step ahead, moving 0.5 meters.
Progress by half a meter.
Move onward, measuring 0.5 meters.
Take a stride forward, spanning 0.5 meters.
Push forward by 0.5 meters.
Move ahead by half a meter.
Proceed onward, covering 0.5 meters.
Advance by half a meter.
Take a half-meter advance forward.
Continue forward, measuring 0.5 meters.
Step forward, spanning half a meter.
Move onward for 0.5 meters.
Progress forward, covering half a meter.
Push ahead by 0.5 meters.
Proceed ahead by a distance of 0.6 meters.
Advance 0.6 meters in the forward direction.
Take a step of 0.6 meters onward.
Move ahead by a span of 0.6 meters.
Progress by 0.6 meters.
Step forward by 0.6 meters.
Traverse 0.6 meters in the forward direction.
Cover a distance of 0.6 meters moving forward.
Go forward by 0.6 meters.
Push onward by 0.6 meters.
Travel ahead by 0.6 meters.
Proceed 0.6 meters in the forward direction.
Make a forward movement of 0.6 meters.
Step ahead by 0.6 meters.
Carry on by 0.6 meters in the forward direction.
Continue forward by 0.6 meters.
Propel yourself forward by 0.6 meters.
Inch forward by 0.6 meters.
Press forward by 0.6 meters.
Forge ahead by 0.6 meters.
Move onward by 0.6 meters.
Take a stride of 0.6 meters forward.
Press on by 0.6 meters.
Go forth by 0.6 meters.
Progress forward by 0.6 meters.
Propel forward by 0.6 meters.
Push onward by 0.6 meters.
Continue ahead by 0.6 meters.
Cover 0.6 meters moving forward.
Carry forward by 0.6 meters.
Proceed ahead by a distance of 0.7 meters.
Advance onward by 0.7 meters.
Take a step forward, spanning 0.7 meters.
Move ahead by a measurement of 0.7 meters.
Progress by 0.7 meters in a forward direction.
Cover a distance of 0.7 meters by moving forward.
Travel forward by a distance equivalent to 0.7 meters.
Step ahead, spanning 0.7 meters.
Go forward, extending by 0.7 meters.
Traverse ahead by 0.7 meters.
Propagate forward by 0.7 meters.
Proceed onward by 0.7 meters.
Advance by a length of 0.7 meters in the forward direction.
Push forward, spanning 0.7 meters.
Travel ahead by 0.7 meters.
Make progress by 0.7 meters forward.
Take a step, moving ahead by 0.7 meters.
Move forward, covering 0.7 meters.
Go onward by a measurement of 0.7 meters.
Progress forward by 0.7 meters.
Continue ahead, extending by 0.7 meters.
Move forward, spanning a distance of 0.7 meters.
Advance by 0.7 meters in the forward direction.
Proceed forward by 0.7 meters.
Step ahead, advancing 0.7 meters.
Move onward by 0.7 meters.
Travel forward, covering 0.7 meters.
Go ahead by a distance of 0.7 meters.
Press forward, spanning 0.7 meters.
Propel forward, extending by 0.7 meters.
Proceed ahead by a distance of 0.75 meters.
Advance by 0.75 meters.
Take a step forward spanning 0.75 meters.
Move onward by 0.75 meters.
Progress by 0.75 meters in the forward direction.
Travel ahead by 0.75 meters.
Propel yourself forward by 0.75 meters.
Cover a distance of 0.75 meters by moving forward.
Step ahead by 0.75 meters.
Traverse forward by 0.75 meters.
Go forward by 0.75 meters.
Proceed by 0.75 meters.
Move onward a distance of 0.75 meters.
Take a step forward, spanning 0.75 meters.
Advance ahead by 0.75 meters.
Travel onward by 0.75 meters.
Progress ahead by 0.75 meters.
Propel yourself onward by 0.75 meters.
Cover a distance of 0.75 meters in a forward motion.
Step forward, spanning 0.75 meters.
Traverse onward by 0.75 meters.
Go onward by 0.75 meters.
Proceed onward by 0.75 meters.
Move ahead by 0.75 meters.
Take a forward step of 0.75 meters.
Progress onward by 0.75 meters.
Advance onward by 0.75 meters.
Travel forward by 0.75 meters.
Propel yourself ahead by 0.75 meters.
Cover a 0.75-meter distance by moving forward.
Proceed ahead by a distance of 0.8 meters.
Advance 0.8 meters in the forward direction.
Take a step forward, covering 0.8 meters.
Move onward, spanning a distance of 0.8 meters.
Progress ahead by 0.8 meters.
Travel forward by a measure of 0.8 meters.
Go forward, covering a span of 0.8 meters.
Proceed by 0.8 meters in the forward direction.
Step forward, advancing 0.8 meters.
Push ahead, traversing 0.8 meters.
Take a stride forward, moving 0.8 meters.
Move onward by a length of 0.8 meters.
Travel forward, covering 0.8 meters.
Progress by 0.8 meters in the forward direction.
Advance forward, spanning 0.8 meters.
Go onward, covering a distance of 0.8 meters.
Step ahead, moving 0.8 meters.
Proceed forward by a measure of 0.8 meters.
Push onward, advancing 0.8 meters.
Take a step, moving forward 0.8 meters.
Move ahead, covering 0.8 meters.
Travel onward by 0.8 meters.
Progress forward, spanning 0.8 meters.
Advance by 0.8 meters in the forward direction.
Go ahead, covering a span of 0.8 meters.
Step forth, moving 0.8 meters.
Proceed onward by a measure of 0.8 meters.
Push forward, advancing 0.8 meters.
Take a forward motion of 0.8 meters.
Move in the forward direction by a distance of 0.8 meters.
Proceed ahead by 0.9 meters.
Advance by 0.9 meters.
Go forward by 0.9 meters.
Take a step forward of 0.9 meters.
Move ahead by 0.9 meters.
Progress by 0.9 meters.
Travel onward by 0.9 meters.
Step forward by 0.9 meters.
Inch forward by 0.9 meters.
Push onward by 0.9 meters.
Propel forward by 0.9 meters.
Forge ahead by 0.9 meters.
Proceed onward by 0.9 meters.
Press forward by 0.9 meters.
Go forth by 0.9 meters.
Carry on by 0.9 meters.
Keep moving forward by 0.9 meters.
Continue forward by 0.9 meters.
Move along by 0.9 meters.
Keep advancing by 0.9 meters.
Proceed forth by 0.9 meters.
Go onward by 0.9 meters.
Take another step forward of 0.9 meters.
March forward by 0.9 meters.
Proceed further by 0.9 meters.
Keep on by 0.9 meters.
Make progress by 0.9 meters.
Go on ahead by 0.9 meters.
Move onwards by 0.9 meters.
Continue along by 0.9 meters.
Proceed ahead by a distance of 1.0 meters.
Advance 1.0 meters ahead.
Step forward by 1.0 meters.
Progress by 1.0 meters.
Take a step ahead, covering 1.0 meters.
Move onward by 1.0 meters.
Go forward a distance of 1.0 meters.
Travel ahead by 1.0 meters.
Cover 1.0 meters by moving forward.
Push forward by 1.0 meters.
Propel yourself ahead by 1.0 meters.
Step onwards, spanning 1.0 meters.
Make your way ahead, spanning 1.0 meters.
Proceed along the path, covering 1.0 meters.
Move onward, advancing 1.0 meters.
Go ahead by 1.0 meters.
Take a stride forward, measuring 1.0 meters.
Step ahead, moving forward by 1.0 meters.
Progress forward, covering 1.0 meters.
Proceed by 1.0 meters in a forward direction.
Propel yourself forward, advancing 1.0 meters.
Step forward, covering a distance of 1.0 meters.
Traverse forward by 1.0 meters.
Continue forward by 1.0 meters.
Push onwards by 1.0 meters.
Proceed further by 1.0 meters.
Move ahead, spanning 1.0 meters.
Continue along the path, covering 1.0 meters.
Take a step forward, advancing 1.0 meters.
Press forward by 1.0 meters.
Proceed ahead by 1.1 meters.
Advance by 1.1 meters.
Move onward by 1.1 meters.
Take a step of 1.1 meters.
Progress by 1.1 meters.
Go ahead by 1.1 meters.
Travel forward by 1.1 meters.
Proceed a distance of 1.1 meters.
Step forward by 1.1 meters.
Move ahead by 1.1 meters.
Go forward by 1.1 meters.
Take a stride of 1.1 meters.
Push forward by 1.1 meters.
Walk forward by 1.1 meters.
Go onward by 1.1 meters.
Travel a distance of 1.1 meters.
Take a move of 1.1 meters forward.
Advance a distance of 1.1 meters.
Proceed by 1.1 meters in front.
Step ahead by 1.1 meters.
Move onwards by 1.1 meters.
Proceed forward by 1.1 meters.
Go forth by 1.1 meters.
Travel by 1.1 meters forward.
Take a step forward of 1.1 meters.
Push ahead by 1.1 meters.
Walk onwards by 1.1 meters.
Go ahead by 1.1 meters in distance.
Step onwards by 1.1 meters.
Move by 1.1 meters in a forward direction.
Progress ahead by 1.2 meters.
Advance 1.2 meters ahead.
Proceed onward by 1.2 meters.
Move ahead by 1.2 meters.
Take a step of 1.2 meters forward.
Go forward by 1.2 meters.
Travel 1.2 meters ahead.
Push forward by 1.2 meters.
Step forward by 1.2 meters.
Move onward by 1.2 meters.
Propel yourself 1.2 meters forward.
Cover a distance of 1.2 meters forward.
Make a forward movement of 1.2 meters.
Navigate forward by 1.2 meters.
Journey ahead by 1.2 meters.
Push yourself forward by 1.2 meters.
Take a stride of 1.2 meters forward.
Traverse forward by 1.2 meters.
Proceed forward by 1.2 meters.
Move onward by 1.2 meters.
Step ahead by 1.2 meters.
Make progress by 1.2 meters.
Propel ahead by 1.2 meters.
Go onward by 1.2 meters.
Take a forward step of 1.2 meters.
Cover 1.2 meters in a forward direction.
Travel onward by 1.2 meters.
Move forth by 1.2 meters.
Proceed by 1.2 meters in a forward direction.
Step forth by 1.2 meters.
Advance ahead by 1.25 meters.
Proceed onward by 1.25 meters.
Move ahead by 1.25 meters.
Progress by 1.25 meters.
Step forward by 1.25 meters.
Go onward by 1.25 meters.
Continue by 1.25 meters.
Travel forward by 1.25 meters.
Press onward by 1.25 meters.
Move onward by 1.25 meters.
Take a step ahead by 1.25 meters.
Push forward by 1.25 meters.
Carry on by 1.25 meters.
Proceed by 1.25 meters.
Walk forward by 1.25 meters.
Go forward by 1.25 meters.
Propel ahead by 1.25 meters.
March forward by 1.25 meters.
Forge ahead by 1.25 meters.
Continue forward by 1.25 meters.
Stride forward by 1.25 meters.
Keep moving by 1.25 meters.
Make progress by 1.25 meters.
Head onward by 1.25 meters.
Move along by 1.25 meters.
Proceed forward by 1.25 meters.
Advance forward by 1.25 meters.
Go on by 1.25 meters.
Step onwards by 1.25 meters.
Take another step forward by 1.25 meters.
Advance ahead by 1.3 meters.
Proceed onward by 1.3 meters.
Take a step of 1.3 meters forward.
Move ahead by 1.3 meters.
Progress by 1.3 meters.
Go forward by 1.3 meters.
Travel 1.3 meters ahead.
Step forward by 1.3 meters.
Advance by 1.3 meters.
Take a stride of 1.3 meters forward.
Proceed by 1.3 meters.
Move onward by 1.3 meters.
Walk forward by 1.3 meters.
Traverse 1.3 meters ahead.
Step ahead by 1.3 meters.
Press forward by 1.3 meters.
Go onward by 1.3 meters.
Journey 1.3 meters forward.
Push ahead by 1.3 meters.
Cover a distance of 1.3 meters forward.
Go on by 1.3 meters.
Take a 1.3-meter step forward.
Proceed ahead by 1.3 meters.
Move along by 1.3 meters.
Step on by 1.3 meters.
Keep moving forward by 1.3 meters.
Make progress by 1.3 meters.
Head forward by 1.3 meters.
Inch forward by 1.3 meters.
Go forth by 1.3 meters.
Advance 1.4 meters.
Proceed ahead by 1.4 meters.
Move onward 1.4 meters.
Step forward 1.4 meters.
Progress by 1.4 meters.
Travel ahead by 1.4 meters.
Go forward 1.4 meters.
Take a step of 1.4 meters.
Propel yourself 1.4 meters ahead.
Cover a distance of 1.4 meters forward.
Move onward by 1.4 meters.
Push ahead by 1.4 meters.
Traverse 1.4 meters forward.
Advance by 1.4 meters.
Step ahead 1.4 meters.
Proceed forward by 1.4 meters.
Go ahead by 1.4 meters.
Take a stride of 1.4 meters.
Propel yourself forward 1.4 meters.
Cover 1.4 meters in a forward direction.
Move onward with a span of 1.4 meters.
Push forward by 1.4 meters.
Travel a distance of 1.4 meters forward.
Advance forward by 1.4 meters.
Step forward covering 1.4 meters.
Progress forward by 1.4 meters.
Go forward covering 1.4 meters.
Take a single step of 1.4 meters.
Propel yourself ahead by 1.4 meters.
Cover a distance of 1.4 meters in a forward motion.
Proceed ahead by 1.5 meters.
Advance 1.5 meters in front.
Take a step ahead for 1.5 meters.
Move onward by 1.5 meters.
Progress by 1.5 meters.
Go forward by 1.5 meters.
Step forward by 1.5 meters.
Travel 1.5 meters ahead.
Move ahead by 1.5 meters.
Proceed 1.5 meters forward.
Take a stride forward for 1.5 meters.
Make a forward movement of 1.5 meters.
Traverse forward by 1.5 meters.
Push ahead by 1.5 meters.
Cover a distance of 1.5 meters forward.
Walk forward for 1.5 meters.
Go on for 1.5 meters.
Continue forward by 1.5 meters.
Press on ahead for 1.5 meters.
Move onward for 1.5 meters.
March forward by 1.5 meters.
Proceed ahead for 1.5 meters.
Take a step forward covering 1.5 meters.
Go forward a distance of 1.5 meters.
Travel forward by 1.5 meters.
Advance forward by 1.5 meters.
Propel forward for 1.5 meters.
Proceed onward by 1.5 meters.
Go forward with a displacement of 1.5 meters.
Shift forward by 1.5 meters.
Proceed ahead by 1.6 meters.
Advance by 1.6 meters.
Take a step forward of 1.6 meters.
Move onward by 1.6 meters.
Travel ahead by 1.6 meters.
Progress by 1.6 meters.
Go forward by 1.6 meters.
Step ahead by 1.6 meters.
Proceed further by 1.6 meters.
Continue by 1.6 meters.
Press on by 1.6 meters.
Carry on by 1.6 meters.
Keep moving by 1.6 meters.
Keep advancing by 1.6 meters.
Push forward by 1.6 meters.
Move onwards by 1.6 meters.
Make a move of 1.6 meters ahead.
Propel forward by 1.6 meters.
Forge ahead by 1.6 meters.
March forward by 1.6 meters.
Proceed forth by 1.6 meters.
Go on by 1.6 meters.
Continue ahead by 1.6 meters.
Step forward by 1.6 meters.
Take a stride forward of 1.6 meters.
Move ahead by 1.6 meters.
Go forth by 1.6 meters.
Keep on by 1.6 meters.
Make progress by 1.6 meters.
Advance further by 1.6 meters.
Proceed ahead by 1.7 meters.
Advance by 1.7 meters.
Go forward a distance of 1.7 meters.
Take a step ahead for 1.7 meters.
Move onward by 1.7 meters.
Travel forward by 1.7 meters.
Progress by 1.7 meters.
Take a stride forward, covering 1.7 meters.
Push ahead by 1.7 meters.
Make a forward movement of 1.7 meters.
Step forward by 1.7 meters.
Traverse a distance of 1.7 meters forward.
Continue ahead for 1.7 meters.
Propel forward by 1.7 meters.
Proceed onward by 1.7 meters.
Cover a distance of 1.7 meters in the forward direction.
Go ahead by 1.7 meters.
Move onwards by 1.7 meters.
Take a forward stride of 1.7 meters.
Walk forward by 1.7 meters.
Press forward by 1.7 meters.
Go forth by 1.7 meters.
Advance onward by 1.7 meters.
Make a progression of 1.7 meters forward.
Propel ahead by 1.7 meters.
Proceed ahead with a span of 1.7 meters.
Cover a forward distance of 1.7 meters.
Step forth by 1.7 meters.
Continue forward by 1.7 meters.
Move onward with a span of 1.7 meters.
Proceed ahead by 1.75 meters.
Advance by 1.75 meters.
Go forward by 1.75 meters.
Step forward by 1.75 meters.
Progress by 1.75 meters.
Move onward by 1.75 meters.
Take a step forward of 1.75 meters.
Travel ahead by 1.75 meters.
Inch ahead by 1.75 meters.
Propel forward by 1.75 meters.
Push forward by 1.75 meters.
Press forward by 1.75 meters.
Forge ahead by 1.75 meters.
Go forth by 1.75 meters.
March ahead by 1.75 meters.
Move onwards by 1.75 meters.
Go onward by 1.75 meters.
Continue forward by 1.75 meters.
Keep moving forward by 1.75 meters.
Proceed onward by 1.75 meters.
Step ahead by 1.75 meters.
Advance forward by 1.75 meters.
Head forward by 1.75 meters.
Progress onward by 1.75 meters.
Move ahead by 1.75 meters.
Continue onward by 1.75 meters.
Go forth by 1.75 meters.
Take a stride forward by 1.75 meters.
Move onwards by 1.75 meters.
Proceed forward by 1.75 meters.
Proceed ahead by a distance of 1.8 meters.
Advance by 1.8 meters.
Take a step forward measuring 1.8 meters.
Move onward by 1.8 meters.
Step ahead, covering a distance of 1.8 meters.
Progress by 1.8 meters.
Travel forward a length of 1.8 meters.
Go ahead by 1.8 meters.
Proceed onwards, spanning 1.8 meters.
Take a stride forward, extending 1.8 meters.
Propel yourself ahead by 1.8 meters.
Press forward, moving 1.8 meters.
Step forward, covering a span of 1.8 meters.
Push ahead by 1.8 meters.
Make a forward movement, spanning 1.8 meters.
Proceed onward by a distance of 1.8 meters.
Advance forward by 1.8 meters.
Step ahead, advancing 1.8 meters.
Take a step, moving forward by 1.8 meters.
Travel onward, covering 1.8 meters.
Push forward, extending 1.8 meters.
Propel yourself forward by 1.8 meters.
Continue forward, traversing 1.8 meters.
Move ahead by a distance of 1.8 meters.
Proceed forward by 1.8 meters.
Take a step forward, progressing 1.8 meters.
Press onward, covering 1.8 meters.
Step ahead, moving forward 1.8 meters.
Traverse forward, spanning 1.8 meters.
Continue onwards, extending by 1.8 meters.
Advance ahead by 1.9 meters.
Proceed onward by 1.9 meters.
Step ahead by 1.9 meters.
Progress forward by 1.9 meters.
Move ahead by 1.9 meters.
Take a step forward of 1.9 meters.
Go forward by 1.9 meters.
Push forward by 1.9 meters.
Travel forward by 1.9 meters.
Go onward by 1.9 meters.
Continue forward by 1.9 meters.
Step forward by 1.9 meters.
Go ahead by 1.9 meters.
March forward by 1.9 meters.
Make progress by 1.9 meters.
Proceed by 1.9 meters.
Advance by 1.9 meters.
Take a stride forward of 1.9 meters.
Move onward by 1.9 meters.
Press forward by 1.9 meters.
Walk forward by 1.9 meters.
Forge ahead by 1.9 meters.
Step out by 1.9 meters.
Head forward by 1.9 meters.
Shift forward by 1.9 meters.
Inch forward by 1.9 meters.
Propel forward by 1.9 meters.
Cover ground by 1.9 meters.
Carry on forward by 1.9 meters.
Proceed along by 1.9 meters.
Proceed ahead by a distance of 2.0 meters.
Advance 2.0 meters.
Move onward by 2.0 meters.
Go ahead by a length of 2.0 meters.
Progress by 2.0 meters.
Travel forward by 2.0 meters.
Take a step forward of 2.0 meters.
Cover a distance of 2.0 meters ahead.
Step forward by 2.0 meters.
Proceed by 2.0 meters.
Go onward by 2.0 meters.
Move ahead by 2.0 meters.
Travel a distance of 2.0 meters forward.
Take 2.0 meters forward.
Continue forward by 2.0 meters.
March forward by 2.0 meters.
Make a movement of 2.0 meters forward.
Walk forward by 2.0 meters.
Push forward by 2.0 meters.
Forge ahead by 2.0 meters.
Propel forward by 2.0 meters.
Proceed onward by 2.0 meters.
Go forward by 2.0 meters.
Take a stride forward of 2.0 meters.
Press forward by 2.0 meters.
Head forward by 2.0 meters.
Continue by 2.0 meters.
Step ahead by 2.0 meters.
Traverse forward by 2.0 meters.
Cover 2.0 meters forward.
Proceed ahead by 2.1 meters.
Advance by a distance of 2.1 meters.
Move onward by 2.1 meters.
Take a step forward of 2.1 meters.
Go ahead by 2.1 meters.
Progress by 2.1 meters.
Travel forward by 2.1 meters.
Proceed ahead 2.1 meters.
Move onward 2.1 meters.
Take a step forward 2.1 meters.
Go ahead 2.1 meters.
Progress 2.1 meters.
Travel forward 2.1 meters.
Keep moving forward by 2.1 meters.
Continue ahead by 2.1 meters.
Carry on by 2.1 meters.
Press forward by 2.1 meters.
Forge ahead by 2.1 meters.
March forward by 2.1 meters.
Push onward by 2.1 meters.
Make a forward movement of 2.1 meters.
Proceed forward by 2.1 meters.
Go forward by 2.1 meters.
Move onward by a distance of 2.1 meters.
Take a step forward of approximately 2.1 meters.
Continue forward by 2.1 meters.
Advance ahead by 2.1 meters.
Go forward by a distance of 2.1 meters.
Make a forward progression of 2.1 meters.
Keep going forward by 2.1 meters.
Proceed ahead by 2.2 meters.
Advance 2.2 meters ahead.
Move onward a distance of 2.2 meters.
Progress by 2.2 meters.
Go forward by 2.2 meters.
Take a step forward of 2.2 meters.
Travel ahead by 2.2 meters.
Proceed forward by 2.2 meters.
Step ahead by 2.2 meters.
Cover a distance of 2.2 meters moving forward.
Go on for 2.2 meters.
Move ahead by a span of 2.2 meters.
Press forward by 2.2 meters.
Make a forward movement of 2.2 meters.
Continue by 2.2 meters.
Head forward by 2.2 meters.
Propel forward by 2.2 meters.
Travel onward by 2.2 meters.
Go along by 2.2 meters.
Forge ahead by 2.2 meters.
Push forward by 2.2 meters.
Proceed onwards by 2.2 meters.
Carry on by 2.2 meters.
Take a stride forward of 2.2 meters.
Press onwards by 2.2 meters.
Keep going forward by 2.2 meters.
Head onwards by 2.2 meters.
Keep moving forward by 2.2 meters.
Take steps forward totaling 2.2 meters.
Continue onward by 2.2 meters.
Proceed ahead by 2.25 meters.
Advance 2.25 meters.
Take a step forward for 2.25 meters.
Move onward for 2.25 meters.
Go ahead by 2.25 meters.
Progress by 2.25 meters.
Travel forward a distance of 2.25 meters.
Proceed by 2.25 meters in front.
Push forward by 2.25 meters.
Cover a distance of 2.25 meters moving forward.
Step ahead by 2.25 meters.
Continue forward for 2.25 meters.
Move onwards by 2.25 meters.
Press onward for 2.25 meters.
Keep advancing by 2.25 meters.
Go forward by 2.25 meters.
March forward for 2.25 meters.
Propel yourself forward by 2.25 meters.
Take a stride ahead for 2.25 meters.
Carry on by 2.25 meters in the forward direction.
Inch forward by 2.25 meters.
Proceed ahead covering 2.25 meters.
Go onward by 2.25 meters.
Travel ahead by 2.25 meters.
Continue moving forward for 2.25 meters.
Make progress by 2.25 meters.
Walk forward for 2.25 meters.
Keep on advancing by 2.25 meters.
Proceed forward a distance of 2.25 meters.
Step forward by 2.25 meters.
Proceed ahead by 2.3 meters.
Advance by 2.3 meters.
Move onward by 2.3 meters.
Progress by 2.3 meters.
Travel forward by 2.3 meters.
Go ahead by 2.3 meters.
Take a step forward by 2.3 meters.
Continue by 2.3 meters.
Push forward by 2.3 meters.
Press ahead by 2.3 meters.
Propel yourself forward by 2.3 meters.
Carry on by 2.3 meters.
Forge ahead by 2.3 meters.
Keep moving by 2.3 meters.
Keep going forward by 2.3 meters.
Proceed onwards by 2.3 meters.
Move along by 2.3 meters.
Go forth by 2.3 meters.
March forward by 2.3 meters.
Navigate ahead by 2.3 meters.
Walk ahead by 2.3 meters.
Continue forward by 2.3 meters.
Make progress by 2.3 meters.
Cover ground by 2.3 meters.
Head forward by 2.3 meters.
Drive forward by 2.3 meters.
Inch forward by 2.3 meters.
Proceed straight by 2.3 meters.
Press onward by 2.3 meters.
Go on by 2.3 meters.
Proceed ahead by 2.4 meters.
Advance 2.4 meters.
Move onward a distance of 2.4 meters.
Progress by 2.4 meters.
Travel forward by 2.4 meters.
Go ahead 2.4 meters.
Take a step of 2.4 meters forward.
Cover a distance of 2.4 meters ahead.
March forward by 2.4 meters.
Propel yourself 2.4 meters forward.
Head 2.4 meters in front.
Make a 2.4-meter advance.
Push ahead by 2.4 meters.
Traverse 2.4 meters ahead.
Proceed along by 2.4 meters.
Step forward by 2.4 meters.
Go on for 2.4 meters.
Journey forward by 2.4 meters.
Move onward by 2.4 meters.
Cover 2.4 meters forward.
Inch forward by 2.4 meters.
Press forward by 2.4 meters.
Make progress of 2.4 meters.
Head forward by 2.4 meters.
Shift ahead by 2.4 meters.
Take a 2.4-meter stride forward.
Go forward by 2.4 meters.
Propel yourself ahead by 2.4 meters.
Advance by a length of 2.4 meters.
Step ahead by 2.4 meters.
Advance 2.5 meters ahead.
Proceed onward for 2.5 meters.
Move ahead a distance of 2.5 meters.
Take a step forward, covering 2.5 meters.
Progress by 2.5 meters.
Go forward by 2.5 meters.
Travel 2.5 meters in the forward direction.
Step ahead by 2.5 meters.
Move onward for 2.5 meters.
Proceed forward by 2.5 meters.
Cover a distance of 2.5 meters as you move forward.
Go ahead by 2.5 meters.
Take steps forward, totaling 2.5 meters.
Advance by 2.5 meters in the forward direction.
Make a forward movement of 2.5 meters.
Travel ahead by 2.5 meters.
Progress forward by 2.5 meters.
Move onward a distance of 2.5 meters.
Step forward, covering 2.5 meters.
Go onward for 2.5 meters.
Proceed by 2.5 meters in the forward direction.
Advance ahead by 2.5 meters.
Take a step forward, advancing 2.5 meters.
Move forward, spanning 2.5 meters.
Travel forward for 2.5 meters.
Make a forward advance of 2.5 meters.
Step forward, covering a distance of 2.5 meters.
Progress onward by 2.5 meters.
Move ahead for 2.5 meters.
Go forward with a stride of 2.5 meters.
Proceed ahead by 2.6 meters.
Advance by 2.6 meters.
Move onward by 2.6 meters.
Take a step forward by 2.6 meters.
